ride_id,sample_index,cadence_rpm,distance_m,elevation_m,speed_mps,fractional_cadence,heart_rate_bpm,latitude_semicircles,longitude_semicircles,power_w,temperature_c,timestamp_utc,unknown_107,accumulated_power,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,left_pco,left_power_phase,left_power_phase_peak,right_pco,right_power_phase,right_power_phase_peak,speed_kph,latitude_deg,longitude_deg,timestamp_unix,timestamp_fit,gear_raw,gear_label,front_gear_index,rear_gear_index,grade_percent
20260513_22862540318,1218,85,4530.78,240.79999999999995,3.368,0.0,,499992768,1678704866,249,30,2026-05-13 03:56:56,1,227451.0,23.0,176,78.0,20.0,77.0,13.0,"(329.06250514160166, 192.65625301025395)","(67.50000105468752, 127.96875199951175)",10.0,"(352.9687555151368, 188.437502944336)","(63.28125098876955, 120.93750188964847)",12.1248,41.90890967845917,140.70741640403867,1778644,,,,,,
20260513_22862540318,1219,84,4533.93,241.0,3.294,0.0,,499993012,1678705156,248,30,2026-05-13 03:56:57,1,227699.0,23.0,177,78.0,19.0,75.0,14.0,"(329.06250514160166, 192.65625301025395)","(67.50000105468752, 127.96875199951175)",10.0,"(355.7812555590821, 188.437502944336)","(66.09375103271486, 122.34375191162113)",11.8584,41.908930130302906,140.7074407115579,1778644,,,,,,
20260513_22862540318,1220,84,4537.14,241.4,3.34,0.0,,499993284,1678705428,260,30,2026-05-13 03:56:58,1,227959.0,24.0,176,83.0,21.0,81.0,15.0,"(331.87500518554697, 192.65625301025395)","(67.50000105468752, 126.5625019775391)",10.0,"(355.7812555590821, 189.84375296630864)","(63.28125098876955, 119.5312518676758)",12.024,41.90895292907953,140.7074635103345,1778644,,,,,,
20260513_22862540318,1221,85,4539.95,241.6,3.219,0.0,,499993548,1678705625,274,30,2026-05-13 03:56:59,1,228233.0,25.0,177,81.0,20.0,79.0,15.0,"(331.87500518554697, 194.0625030322266)","(68.90625107666017, 129.37500202148442)",10.0,"(352.9687555151368, 188.437502944336)","(61.87500096679689, 118.12500184570315)",11.5884,41.908975057303905,140.70748002268374,1778644,,,,,,
20260513_22862540318,1222,85,4542.95,242.0,3.21,0.0,,499993837,1678705762,277,30,2026-05-13 03:57:00,1,228510.0,24.0,177,81.0,20.0,79.0,14.0,"(329.06250514160166, 192.65625301025395)","(70.31250109863284, 132.18750206542973)",8.0,"(352.9687555151368, 188.437502944336)","(61.87500096679689, 118.12500184570315)",11.556,41.90899928100407,140.70749150589108,1778644,,,,,,
20260513_22862540318,1223,85,4545.56,242.20000000000005,3.359,0.0,,499994143,1678705839,266,30,2026-05-13 03:57:01,1,228776.0,23.0,178,77.0,20.0,79.0,14.0,"(329.06250514160166, 192.65625301025395)","(70.31250109863284, 132.18750206542973)",8.0,"(352.9687555151368, 188.437502944336)","(61.87500096679689, 118.12500184570315)",12.0924,41.909024929627776,140.70749795995653,1778644,,,,,,
20260513_22862540318,1224,85,4548.84,242.6,3.135,0.0,,499994472,1678705966,248,30,2026-05-13 03:57:02,1,229024.0,23.0,178,80.0,15.0,57.0,14.0,"(330.4687551635743, 191.2500029882813)","(70.31250109863284, 132.18750206542973)",8.0,"(352.9687555151368, 188.437502944336)","(61.87500096679689, 118.12500184570315)",11.286,41.90905250608921,140.70750860497355,1778644,,,,,,
20260513_22862540318,1225,77,4551.68,242.79999999999995,2.865,0.0,,499994775,1678706041,145,30,2026-05-13 03:57:03,1,229169.0,23.0,177,80.0,15.0,57.0,14.0,"(331.87500518554697, 191.2500029882813)","(67.50000105468752, 127.96875199951175)",8.0,"(357.1875055810548, 188.437502944336)","(64.68750101074221, 122.34375191162113)",10.314000000000002,41.90907790325582,140.70751489140093,1778644,,,,,,
20260513_22862540318,1198,88,4461.58,236.20000000000005,3.294,0.0,,499989376,1678696321,240,30,2026-05-13 03:56:36,1,222586.0,21.0,174,75.0,17.0,69.0,14.0,"(331.87500518554697, 191.2500029882813)","(67.50000105468752, 125.15625195556643)",5.0,"(351.56250549316417, 185.62500290039068)","(61.87500096679689, 119.5312518676758)",11.8584,41.90862536430359,140.70670017041266,1778644,,,,,,
20260513_22862540318,1197,87,4458.07,236.0,3.424,0.0,,499989224,1678695863,255,30,2026-05-13 03:56:35,1,222346.0,22.0,175,79.0,18.0,74.0,14.0,"(330.4687551635743, 191.2500029882813)","(66.09375103271486, 125.15625195556643)",5.0,"(354.3750055371095, 187.03125292236334)","(63.28125098876955, 119.5312518676758)",12.3264,41.90861262381077,140.70666178129613,1778644,,,,,,
20260513_22862540318,1196,87,4454.71,235.79999999999995,3.35,0.0,,499989046,1678695425,268,30,2026-05-13 03:56:34,1,222091.0,22.0,175,79.0,18.0,74.0,14.0,"(327.656255119629, 191.2500029882813)","(66.09375103271486, 125.15625195556643)",7.0,"(354.3750055371095, 187.03125292236334)","(63.28125098876955, 119.5312518676758)",12.06,41.90859770402312,140.70662506856024,1778644,,,,,,
20260513_22862540318,1195,85,4451.18,235.6,3.191,0.0,,499988845,1678694997,268,30,2026-05-13 03:56:33,1,221823.0,23.0,175,80.0,18.0,73.0,14.0,"(327.656255119629, 192.65625301025395)","(67.50000105468752, 127.96875199951175)",11.0,"(355.7812555590821, 187.03125292236334)","(60.46875094482424, 116.7187518237305)",11.4876,41.90858085639775,140.70658919401467,1778644,,,,,,
20260513_22862540318,1167,83,4358.03,229.20000000000005,3.247,0.0,,499985135,1678682618,225,30,2026-05-13 03:56:05,1,215133.0,23.0,175,78.0,20.0,76.0,14.0,"(330.4687551635743, 191.2500029882813)","(67.50000105468752, 127.96875199951175)",12.0,"(351.56250549316417, 184.218752878418)","(59.06250092285158, 115.31250180175785)",11.6892,41.90826988779008,140.70555159822106,1778644,,,,,,
20260513_22862540318,1168,83,4361.61,229.4,3.35,0.0,,499985283,1678683093,231,30,2026-05-13 03:56:06,1,215364.0,23.0,175,78.0,19.0,73.0,14.0,"(331.87500518554697, 191.2500029882813)","(66.09375103271486, 127.96875199951175)",9.0,"(351.56250549316417, 182.81250285644535)","(57.65625090087892, 113.90625177978518)",12.06,41.90828229300678,140.70559141226113,1778644,,,,,,
20260513_22862540318,1169,84,4365.07,229.6,3.256,0.0,,499985426,1678683541,235,30,2026-05-13 03:56:07,1,215599.0,22.0,174,77.0,18.0,68.0,14.0,"(331.87500518554697, 191.2500029882813)","(66.09375103271486, 127.96875199951175)",9.0,"(351.56250549316417, 182.81250285644535)","(57.65625090087892, 113.90625177978518)",11.7216,41.90829427912831,140.70562896318734,1778644,,,,,,
20260513_22862540318,1170,84,4368.35,229.79999999999995,3.294,0.0,,499985494,1678684009,234,30,2026-05-13 03:56:08,1,215833.0,22.0,174,77.0,18.0,68.0,14.0,"(338.90625529541023, 189.84375296630864)","(67.50000105468752, 127.96875199951175)",6.0,"(354.3750055371095, 185.62500290039068)","(60.46875094482424, 115.31250180175785)",11.8584,41.90829997882247,140.70566819049418,1778644,,,,,,
20260513_22862540318,1171,84,4371.77,230.0,3.294,0.0,,499985596,1678684475,227,30,2026-05-13 03:56:09,1,216060.0,21.0,174,74.0,17.0,68.0,14.0,"(343.1250053613282, 191.2500029882813)","(68.90625107666017, 126.5625019775391)",7.0,"(0.0, 187.03125292236334)","(63.28125098876955, 120.93750188964847)",11.8584,41.908308528363705,140.70570725016296,1778644,,,,,,
20260513_22862540318,1172,84,4374.95,230.4,3.256,0.0,,499985728,1678684904,226,30,2026-05-13 03:56:10,1,216286.0,22.0,174,75.0,18.0,70.0,15.0,"(343.1250053613282, 191.2500029882813)","(67.50000105468752, 125.15625195556643)",8.0,"(357.1875055810548, 184.218752878418)","(60.46875094482424, 118.12500184570315)",11.7216,41.90831959247589,140.70574320852757,1778644,,,,,,
20260513_22862540318,1173,84,4378.19,230.6,3.182,0.0,,499985905,1678685302,239,30,2026-05-13 03:56:11,1,216525.0,23.0,174,80.0,19.0,77.0,14.0,"(336.0937552514649, 192.65625301025395)","(68.90625107666017, 129.37500202148442)",9.0,"(357.1875055810548, 184.218752878418)","(60.46875094482424, 118.12500184570315)",11.4552,41.908334428444505,140.7057765685022,1778644,,,,,,
20260513_22862540318,1174,84,4381.26,230.79999999999995,3.172,0.0,,499986088,1678685685,241,30,2026-05-13 03:56:12,1,216766.0,25.0,174,81.0,20.0,75.0,13.0,"(336.0937552514649, 192.65625301025395)","(68.90625107666017, 129.37500202148442)",9.0,"(357.1875055810548, 184.218752878418)","(60.46875094482424, 118.12500184570315)",11.4192,41.90834976732731,140.7058086711913,1778644,,,,,,
20260513_22862540318,1175,85,4384.61,231.0,3.247,0.0,,499986202,1678686148,232,30,2026-05-13 03:56:13,1,216998.0,23.0,175,76.0,18.0,70.0,14.0,"(333.2812552075196, 192.65625301025395)","(68.90625107666017, 129.37500202148442)",10.0,"(355.7812555590821, 185.62500290039068)","(61.87500096679689, 118.12500184570315)",11.6892,41.90835932269693,140.70584747940302,1778644,,,,,,
20260513_22862540318,1176,85,4388.06,231.20000000000005,3.322,0.0,,499986306,1678686633,241,30,2026-05-13 03:56:14,1,217239.0,23.0,174,76.0,22.0,80.0,16.0,"(331.87500518554697, 192.65625301025395)","(67.50000105468752, 129.37500202148442)",9.0,"(357.1875055810548, 187.03125292236334)","(61.87500096679689, 118.12500184570315)",11.9592,41.90836803987622,140.7058881316334,1778644,,,,,,
20260513_22862540318,1177,85,4391.73,231.4,3.368,0.0,,499986402,1678687138,252,30,2026-05-13 03:56:15,1,217491.0,23.0,175,78.0,18.0,71.0,15.0,"(330.4687551635743, 194.0625030322266)","(67.50000105468752, 129.37500202148442)",10.0,"(352.9687555151368, 189.84375296630864)","(61.87500096679689, 118.12500184570315)",12.1248,41.90837608650327,140.70593046024442,1778644,,,,,,
20260513_22862540318,1178,84,4395.23,231.6,3.2,0.0,,499986515,1678687595,244,30,2026-05-13 03:56:16,1,217735.0,22.0,175,75.0,18.0,71.0,15.0,"(331.87500518554697, 191.2500029882813)","(67.50000105468752, 127.96875199951175)",10.0,"(352.9687555151368, 189.84375296630864)","(61.87500096679689, 118.12500184570315)",11.52,41.90838555805385,140.7059687655419,1778644,,,,,,
20260513_22862540318,1179,84,4398.38,231.79999999999995,3.2,0.0,,499986654,1678688004,225,30,2026-05-13 03:56:17,1,217960.0,22.0,175,75.0,18.0,71.0,13.0,"(336.0937552514649, 188.437502944336)","(66.09375103271486, 125.15625195556643)",11.0,"(354.3750055371095, 187.03125292236334)","(60.46875094482424, 118.12500184570315)",11.52,41.90839720889926,140.70600304752588,1778644,,,,,,
20260513_22862540318,1165,84,4351.21,228.79999999999995,3.228,0.0,,499984843,1678681724,236,30,2026-05-13 03:56:03,1,214680.0,23.0,176,78.0,19.0,75.0,13.0,"(333.2812552075196, 189.84375296630864)","(67.50000105468752, 127.96875199951175)",12.0,"(352.9687555151368, 185.62500290039068)","(60.46875094482424, 116.7187518237305)",11.6208,41.90824541263282,140.7054766640067,1778644,,,,,,
20260513_22862540318,1180,83,4401.42,232.0,3.219,0.0,,499986808,1678688397,226,30,2026-05-13 03:56:18,1,218186.0,21.0,176,73.0,19.0,72.0,12.0,"(338.90625529541023, 188.437502944336)","(68.90625107666017, 129.37500202148442)",12.0,"(357.1875055810548, 185.62500290039068)","(61.87500096679689, 118.12500184570315)",11.5884,41.908410117030144,140.70603598840535,1778644,,,,,,
20260513_22862540318,1182,83,4407.72,232.6,3.284,0.0,,499987107,1678689242,241,30,2026-05-13 03:56:20,1,218662.0,22.0,176,75.0,19.0,72.0,12.0,"(340.3125053173829, 188.437502944336)","(68.90625107666017, 129.37500202148442)",10.0,"(0.0, 185.62500290039068)","(61.87500096679689, 118.12500184570315)",11.8224,41.90843517892063,140.70610681548715,1778644,,,,,,
20260513_22862540318,1183,83,4411.22,232.79999999999995,3.303,0.0,,499987251,1678689717,240,30,2026-05-13 03:56:21,1,218902.0,23.0,176,80.0,19.0,76.0,12.0,"(338.90625529541023, 189.84375296630864)","(67.50000105468752, 129.37500202148442)",10.0,"(0.0, 187.03125292236334)","(63.28125098876955, 119.5312518676758)",11.8908,41.908447248861194,140.7061466295272,1778644,,,,,,
20260513_22862540318,1184,83,4414.86,233.0,3.154,0.0,,499987398,1678690188,241,30,2026-05-13 03:56:22,1,219143.0,22.0,176,77.0,18.0,73.0,12.0,"(336.0937552514649, 191.2500029882813)","(68.90625107666017, 129.37500202148442)",9.0,"(0.0, 191.2500029882813)","(67.50000105468752, 123.75000193359378)",11.3544,41.908459570258856,140.70618610829115,1778644,,,,,,
20260513_22862540318,1185,83,4418.36,233.20000000000005,3.21,0.0,,499987508,1678690663,230,30,2026-05-13 03:56:23,1,219373.0,22.0,176,77.0,18.0,73.0,15.0,"(336.0937552514649, 191.2500029882813)","(70.31250109863284, 130.78125204345707)",9.0,"(1.4062500219726566, 191.2500029882813)","(67.50000105468752, 125.15625195556643)",11.556,41.908468790352345,140.7062259223312,1778644,,,,,,
20260513_22862540318,1186,82,4421.74,233.4,3.154,0.0,,499987627,1678691106,229,30,2026-05-13 03:56:24,1,219602.0,22.0,176,75.0,18.0,72.0,15.0,"(337.5000052734376, 188.437502944336)","(68.90625107666017, 127.96875199951175)",9.0,"(1.4062500219726566, 189.84375296630864)","(66.09375103271486, 122.34375191162113)",11.3544,41.90847876481712,140.70626305416226,1778644,,,,,,
20260513_22862540318,1187,83,4424.92,233.6,3.238,0.0,,499987793,1678691508,238,30,2026-05-13 03:56:25,1,219840.0,23.0,175,79.0,20.0,77.0,15.0,"(337.5000052734376, 188.437502944336)","(67.50000105468752, 126.5625019775391)",10.0,"(1.4062500219726566, 189.84375296630864)","(64.68750101074221, 120.93750188964847)",11.6568,41.90849267877638,140.706296749413,1778644,,,,,,
20260513_22862540318,1188,84,4428.08,233.79999999999995,3.191,0.0,,499987964,1678691894,256,30,2026-05-13 03:56:26,1,220096.0,23.0,175,79.0,20.0,77.0,14.0,"(334.6875052294923, 188.437502944336)","(67.50000105468752, 127.96875199951175)",9.0,"(0.0, 191.2500029882813)","(63.28125098876955, 119.5312518676758)",11.4876,41.90850701183081,140.70632910355926,1778644,,,,,,
20260513_22862540318,1189,84,4430.89,234.20000000000005,3.21,0.0,,499988118,1678692274,245,30,2026-05-13 03:56:27,1,220341.0,23.0,175,78.0,19.0,75.0,14.0,"(333.2812552075196, 189.84375296630864)","(68.90625107666017, 129.37500202148442)",10.0,"(0.0, 191.2500029882813)","(63.28125098876955, 119.5312518676758)",11.556,41.90851991996169,140.7063609547913,1778644,,,,,,
20260513_22862540318,1190,83,4434.22,234.4,3.228,0.0,,499988242,1678692734,224,30,2026-05-13 03:56:28,1,220565.0,22.0,175,76.0,17.0,68.0,13.0,"(333.2812552075196, 189.84375296630864)","(68.90625107666017, 129.37500202148442)",10.0,"(0.0, 191.2500029882813)","(63.28125098876955, 119.5312518676758)",11.6208,41.908530313521624,140.7063995115459,1778644,,,,,,
20260513_22862540318,1191,83,4438.0,234.6,3.219,0.0,,499988356,1678693230,221,30,2026-05-13 03:56:29,1,220786.0,21.0,175,75.0,18.0,73.0,12.0,"(333.2812552075196, 189.84375296630864)","(68.90625107666017, 129.37500202148442)",9.0,"(357.1875055810548, 187.03125292236334)","(61.87500096679689, 118.12500184570315)",11.5884,41.90853986889124,140.70644108578563,1778644,,,,,,
20260513_22862540318,1192,83,4441.2,235.0,3.275,0.0,,499988444,1678693682,247,30,2026-05-13 03:56:30,1,221033.0,21.0,175,75.0,18.0,73.0,12.0,"(341.71875533935554, 191.2500029882813)","(68.90625107666017, 127.96875199951175)",9.0,"(357.1875055810548, 187.03125292236334)","(61.87500096679689, 118.12500184570315)",11.79,41.90854724496603,140.70647897198796,1778644,,,,,,
20260513_22862540318,1193,84,4444.58,235.20000000000005,3.256,0.0,,499988543,1678694150,257,30,2026-05-13 03:56:31,1,221290.0,23.0,176,77.0,20.0,78.0,14.0,"(340.3125053173829, 191.2500029882813)","(67.50000105468752, 127.96875199951175)",10.0,"(0.0, 185.62500290039068)","(61.87500096679689, 118.12500184570315)",11.7216,41.90855554305017,140.7065181992948,1778644,,,,,,
20260513_22862540318,1194,85,4448.01,235.4,3.172,0.0,,499988668,1678694602,265,30,2026-05-13 03:56:32,1,221555.0,23.0,175,77.0,20.0,78.0,14.0,"(334.6875052294923, 192.65625301025395)","(67.50000105468752, 129.37500202148442)",11.0,"(355.7812555590821, 187.03125292236334)","(60.46875094482424, 116.7187518237305)",11.4192,41.908566020429134,140.70655608549714,1778644,,,,,,
20260513_22862540318,1181,83,4404.32,232.20000000000005,3.2,0.0,,499986945,1678688794,235,30,2026-05-13 03:56:19,1,218421.0,22.0,176,75.0,17.0,73.0,12.0,"(340.3125053173829, 188.437502944336)","(68.90625107666017, 129.37500202148442)",12.0,"(357.1875055810548, 185.62500290039068)","(61.87500096679689, 118.12500184570315)",11.52,41.90842160023749,140.70606926456094,1778644,,,,,,
20260513_22862540318,1352,87,5033.87,265.20000000000005,4.106,0.0,,500014570,1678646950,214,30,2026-05-13 03:59:10,1,253679.0,20.0,175,70.0,17.0,66.0,13.0,"(341.71875533935554, 189.84375296630864)","(64.68750101074221, 122.34375191162113)",7.0,"(0.0, 189.84375296630864)","(63.28125098876955, 120.93750188964847)",14.7816,41.91073710098863,140.70256194099784,1778644,,,,,,
20260513_22862540318,1502,88,5617.68,294.6,3.536,0.0,,500050080,1678597914,215,31,2026-05-13 04:01:40,1,284247.0,23.0,175,74.0,18.0,70.0,13.0,"(340.3125053173829, 192.65625301025395)","(61.87500096679689, 122.34375191162113)",8.0,"(354.3750055371095, 187.03125292236334)","(60.46875094482424, 115.31250180175785)",12.7296,41.91371351480484,140.69845179095864,1778644,,,,,,
20260513_22862540318,1354,88,5042.71,265.6,4.161,0.0,,500014877,1678645753,227,30,2026-05-13 03:59:12,1,254125.0,19.0,175,73.0,14.0,60.0,15.0,"(347.3437554272462, 194.0625030322266)","(68.90625107666017, 127.96875199951175)",11.0,"(0.0, 191.2500029882813)","(68.90625107666017, 123.75000193359378)",14.9796,41.91076283343136,140.70246160961688,1778644,,,,,,
20260513_22862540318,1513,88,5656.64,296.6,3.536,0.0,,500050519,1678603411,245,31,2026-05-13 04:01:51,1,286793.0,23.0,176,77.0,20.0,77.0,14.0,"(334.6875052294923, 192.65625301025395)","(64.68750101074221, 125.15625195556643)",9.0,"(352.9687555151368, 188.437502944336)","(60.46875094482424, 119.5312518676758)",12.7296,41.91375031135976,140.69891254417598,1778644,,,,,,
20260513_22862540318,1514,88,5660.53,296.79999999999995,3.546,0.0,,500050507,1678603962,247,31,2026-05-13 04:01:52,1,287040.0,23.0,176,75.0,18.0,72.0,15.0,"(329.06250514160166, 192.65625301025395)","(63.28125098876955, 122.34375191162113)",9.0,"(351.56250549316417, 188.437502944336)","(60.46875094482424, 119.5312518676758)",12.7656,41.91374930553138,140.69895872846246,1778644,,,,,,
20260513_22862540318,1515,88,5664.03,297.0,3.48,0.0,,500050391,1678604438,240,31,2026-05-13 04:01:53,1,287280.0,23.0,176,75.0,19.0,75.0,14.0,"(329.06250514160166, 192.65625301025395)","(61.87500096679689, 122.34375191162113)",9.0,"(350.1562554711915, 188.437502944336)","(61.87500096679689, 119.5312518676758)",12.528,41.913739582523704,140.69899862632155,1778644,,,,,,
20260513_22862540318,1516,87,5667.41,297.20000000000005,3.462,0.0,,500050217,1678604864,231,31,2026-05-13 04:01:54,1,287511.0,23.0,176,75.0,19.0,75.0,14.0,"(329.06250514160166, 192.65625301025395)","(61.87500096679689, 122.34375191162113)",9.0,"(0.0, 189.84375296630864)","(64.68750101074221, 122.34375191162113)",12.4632,41.913724998012185,140.69903433322906,1778644,,,,,,
20260513_22862540318,1517,88,5670.69,297.6,3.574,0.0,,500050018,1678605269,225,31,2026-05-13 04:01:55,1,287736.0,23.0,176,75.0,19.0,75.0,14.0,"(329.06250514160166, 192.65625301025395)","(61.87500096679689, 122.34375191162113)",9.0,"(0.0, 189.84375296630864)","(64.68750101074221, 122.34375191162113)",12.8664,41.913708318024874,140.6990682799369,1778644,,,,,,
20260513_22862540318,1518,88,5674.2,297.79999999999995,3.48,0.0,,500049829,1678605703,223,31,2026-05-13 04:01:56,1,287959.0,,176,,,,14.0,"(329.06250514160166, 192.65625301025395)","(61.87500096679689, 122.34375191162113)",8.0,"(0.0, 189.84375296630864)","(63.28125098876955, 120.93750188964847)",12.528,41.91369247622788,140.69910465739667,1778644,,,,,,
20260513_22862540318,1519,88,5677.66,298.0,3.452,0.0,,500049642,1678606134,226,31,2026-05-13 04:01:57,1,288185.0,23.0,176,76.0,18.0,72.0,13.0,"(333.2812552075196, 189.84375296630864)","(64.68750101074221, 122.34375191162113)",5.0,"(0.0, 192.65625301025395)","(64.68750101074221, 123.75000193359378)",12.4272,41.91367680206895,140.69914078339934,1778644,,,,,,
20260513_22862540318,1520,86,5680.96,298.20000000000005,3.406,0.0,,500049462,1678606560,228,31,2026-05-13 04:01:58,1,288413.0,22.0,176,75.0,18.0,70.0,14.0,"(336.0937552514649, 189.84375296630864)","(63.28125098876955, 122.34375191162113)",5.0,"(0.0, 191.2500029882813)","(66.09375103271486, 123.75000193359378)",12.2616,41.91366171464324,140.69917649030683,1778644,,,,,,
20260513_22862540318,1521,86,5684.76,298.4,3.434,0.0,,500049256,1678607014,234,32,2026-05-13 04:01:59,1,288647.0,23.0,175,76.0,18.0,71.0,14.0,"(336.0937552514649, 191.2500029882813)","(64.68750101074221, 123.75000193359378)",5.0,"(357.1875055810548, 189.84375296630864)","(61.87500096679689, 119.5312518676758)",12.3624,41.91364444792271,140.69921454414725,1778644,,,,,,
20260513_22862540318,1522,86,5688.18,298.79999999999995,3.48,0.0,,500049063,1678607443,236,32,2026-05-13 04:02:00,1,288883.0,25.0,175,78.0,19.0,73.0,16.0,"(334.6875052294923, 191.2500029882813)","(66.09375103271486, 123.75000193359378)",5.0,"(354.3750055371095, 188.437502944336)","(59.06250092285158, 116.7187518237305)",12.528,41.913628270849586,140.69925050251186,1778644,,,,,,
20260513_22862540318,1523,86,5691.8,299.0,3.424,0.0,,500048839,1678607860,241,32,2026-05-13 04:02:01,1,289124.0,24.0,176,78.0,18.0,70.0,15.0,"(331.87500518554697, 189.84375296630864)","(64.68750101074221, 122.34375191162113)",7.0,"(351.56250549316417, 185.62500290039068)","(57.65625090087892, 116.7187518237305)",12.3264,41.91360949538648,140.69928545504808,1778644,,,,,,
20260513_22862540318,1524,87,5695.34,299.20000000000005,3.462,0.0,,500048598,1678608247,240,31,2026-05-13 04:02:02,1,289364.0,25.0,175,79.0,18.0,72.0,14.0,"(329.06250514160166, 188.437502944336)","(63.28125098876955, 123.75000193359378)",7.0,"(351.56250549316417, 185.62500290039068)","(57.65625090087892, 116.7187518237305)",12.4632,41.91358929499984,140.69931789301336,1778644,,,,,,
20260513_22862540318,1525,87,5698.72,299.4,3.49,0.0,,500048324,1678608574,251,31,2026-05-13 04:02:03,1,289615.0,25.0,176,79.0,18.0,72.0,14.0,"(327.656255119629, 188.437502944336)","(63.28125098876955, 123.75000193359378)",7.0,"(351.56250549316417, 185.62500290039068)","(60.46875094482424, 116.7187518237305)",12.564000000000002,41.91356632858515,140.69934530183673,1778644,,,,,,
20260513_22862540318,1526,87,5702.22,299.79999999999995,3.536,0.0,,500048015,1678608874,243,32,2026-05-13 04:02:04,1,289615.0,25.0,176,79.0,18.0,72.0,15.0,"(327.656255119629, 188.437502944336)","(63.28125098876955, 123.75000193359378)",7.0,"(355.7812555590821, 191.2500029882813)","(63.28125098876955, 120.93750188964847)",12.7296,41.91354042850435,140.69937044754624,1778644,,,,,,
20260513_22862540318,1527,88,5705.72,300.20000000000005,3.434,0.0,,500047697,1678609137,243,31,2026-05-13 04:02:05,1,290101.0,,176,,,,14.0,"(331.87500518554697, 191.2500029882813)","(64.68750101074221, 125.15625195556643)",6.0,"(355.7812555590821, 191.2500029882813)","(63.28125098876955, 120.93750188964847)",12.3624,41.91351377405226,140.69939249195158,1778644,,,,,,
20260513_22862540318,1528,87,5709.28,300.4,3.48,0.0,,500047354,1678609353,238,32,2026-05-13 04:02:06,1,290339.0,23.0,176,77.0,19.0,73.0,14.0,"(336.0937552514649, 192.65625301025395)","(66.09375103271486, 125.15625195556643)",4.0,"(355.7812555590821, 189.84375296630864)","(64.68750101074221, 122.34375191162113)",12.528,41.913485024124384,140.69941059686244,1778644,,,,,,
20260513_22862540318,1529,88,5712.55,300.6,3.415,0.0,,500047044,1678609568,234,32,2026-05-13 04:02:07,1,290573.0,24.0,176,77.0,18.0,71.0,14.0,"(336.0937552514649, 191.2500029882813)","(66.09375103271486, 125.15625195556643)",7.0,"(352.9687555151368, 188.437502944336)","(61.87500096679689, 119.5312518676758)",12.294,41.91345904022455,140.69942861795425,1778644,,,,,,
20260513_22862540318,1530,88,5715.79,301.0,3.518,0.0,,500046715,1678609768,237,32,2026-05-13 04:02:08,1,290810.0,25.0,176,78.0,18.0,72.0,14.0,"(337.5000052734376, 191.2500029882813)","(66.09375103271486, 125.15625195556643)",7.0,"(352.9687555151368, 187.03125292236334)","(59.06250092285158, 118.12500184570315)",12.6648,41.91343146376312,140.6994453817606,1778644,,,,,,
20260513_22862540318,1531,88,5719.45,301.20000000000005,3.434,0.0,,500046367,1678609978,241,32,2026-05-13 04:02:09,1,291051.0,25.0,175,78.0,20.0,75.0,14.0,"(333.2812552075196, 188.437502944336)","(63.28125098876955, 122.34375191162113)",7.0,"(350.1562554711915, 185.62500290039068)","(57.65625090087892, 116.7187518237305)",12.3624,41.91340229474008,140.69946298375726,1778644,,,,,,
20260513_22862540318,1532,87,5722.77,301.4,3.415,0.0,,500046032,1678610133,244,32,2026-05-13 04:02:10,1,291295.0,24.0,175,79.0,19.0,76.0,15.0,"(333.2812552075196, 188.437502944336)","(60.46875094482424, 120.93750188964847)",6.0,"(350.1562554711915, 185.62500290039068)","(57.65625090087892, 116.7187518237305)",12.294,41.913374215364456,140.69947597570717,1778644,,,,,,
20260513_22862540318,1533,86,5725.9,301.6,3.415,0.0,,500045696,1678610223,233,32,2026-05-13 04:02:11,1,291528.0,23.0,175,76.0,17.0,70.0,14.0,"(333.2812552075196, 188.437502944336)","(60.46875094482424, 120.93750188964847)",5.0,"(350.1562554711915, 185.62500290039068)","(57.65625090087892, 116.7187518237305)",12.294,41.9133460521698,140.69948351942003,1778644,,,,,,
20260513_22862540318,1534,86,5729.1,301.79999999999995,3.396,0.0,,500045345,1678610270,230,32,2026-05-13 04:02:12,1,291758.0,23.0,175,76.0,17.0,70.0,14.0,"(333.2812552075196, 188.437502944336)","(59.06250092285158, 118.12500184570315)",7.0,"(355.7812555590821, 189.84375296630864)","(64.68750101074221, 122.34375191162113)",12.2256,41.91331663168967,140.69948745891452,1778644,,,,,,
20260513_22862540318,1535,87,5732.58,302.0,3.434,0.0,,500044972,1678610350,237,32,2026-05-13 04:02:13,1,291995.0,23.0,175,76.0,17.0,70.0,15.0,"(337.5000052734376, 195.46875305419925)","(68.90625107666017, 130.78125204345707)",7.0,"(355.7812555590821, 189.84375296630864)","(66.09375103271486, 122.34375191162113)",12.3624,41.91328536719084,140.69949416443706,1778644,,,,,,
20260513_22862540318,1536,86,5736.21,302.20000000000005,3.452,0.0,,500044594,1678610480,244,32,2026-05-13 04:02:14,1,292239.0,26.0,176,80.0,19.0,74.0,14.0,"(334.6875052294923, 195.46875305419925)","(70.31250109863284, 132.18750206542973)",8.0,"(352.9687555151368, 188.437502944336)","(61.87500096679689, 120.93750188964847)",12.4272,41.91325368359685,140.69950506091118,1778644,,,,,,
