ride_id,sample_index,cadence_rpm,distance_m,elevation_m,speed_mps,fractional_cadence,heart_rate_bpm,latitude_semicircles,longitude_semicircles,power_w,temperature_c,timestamp_utc,unknown_107,accumulated_power,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,left_pco,left_power_phase,left_power_phase_peak,right_pco,right_power_phase,right_power_phase_peak,speed_kph,latitude_deg,longitude_deg,timestamp_unix,timestamp_fit,gear_raw,gear_label,front_gear_index,rear_gear_index,grade_percent
20260513_22862540318,925,82,3303.96,190.0,3.854,0.0,,499911709,1678683254,264,31,2026-05-13 03:52:03,1,163742.0,22.0,177,80.0,18.0,75.0,16.0,"(343.1250053613282, 189.84375296630864)","(67.50000105468752, 123.75000193359378)",8.0,"(352.9687555151368, 185.62500290039068)","(63.28125098876955, 118.12500184570315)",13.8744,41.90211539156735,140.70560490712523,1778644,,,,,,
20260513_22862540318,926,82,3308.09,190.4,3.938,0.0,,499912039,1678682873,264,31,2026-05-13 03:52:04,1,164270.0,22.0,177,80.0,18.0,75.0,14.0,"(343.1250053613282, 187.03125292236334)","(67.50000105468752, 123.75000193359378)",5.0,"(352.9687555151368, 185.62500290039068)","(63.28125098876955, 118.12500184570315)",14.1768,41.902143051847816,140.70557297207415,1778644,,,,,,
20260513_22862540318,927,82,3311.92,190.6,3.844,0.0,,499912347,1678682495,262,31,2026-05-13 03:52:05,1,164532.0,21.0,177,77.0,19.0,75.0,13.0,"(343.1250053613282, 187.03125292236334)","(67.50000105468752, 123.75000193359378)",4.0,"(0.0, 188.437502944336)","(67.50000105468752, 120.93750188964847)",13.8384,41.902168868109584,140.70554128848016,1778644,,,,,,
20260513_22862540318,928,81,3315.91,191.0,3.76,0.0,,499912668,1678682130,246,31,2026-05-13 03:52:06,1,164778.0,21.0,177,77.0,17.0,73.0,13.0,"(343.1250053613282, 187.03125292236334)","(68.90625107666017, 125.15625195556643)",6.0,"(1.4062500219726566, 187.03125292236334)","(67.50000105468752, 122.34375191162113)",13.536,41.902195774018764,140.7055106945336,1778644,,,,,,
20260513_22862540318,915,81,3264.92,187.20000000000005,3.816,0.0,,499908536,1678686884,295,31,2026-05-13 03:51:53,1,161164.0,24.0,176,84.0,20.0,81.0,14.0,"(341.71875533935554, 189.84375296630864)","(67.50000105468752, 125.15625195556643)",8.0,"(357.1875055810548, 187.03125292236334)","(63.28125098876955, 116.7187518237305)",13.7376,41.90184943377972,140.70590917021036,1778644,,,,,,
20260513_22862540318,930,66,3322.74,191.6,3.648,0.0,,499913191,1678681439,195,31,2026-05-13 03:52:08,1,165061.0,22.0,176,76.0,21.0,74.0,15.0,"(344.53125538330085, 188.437502944336)","(67.50000105468752, 123.75000193359378)",7.0,"(None, None)","(None, None)",13.1328,41.90223961137235,140.70545277558267,1778644,,,,,,
20260513_22862540318,929,76,3319.66,191.20000000000005,3.704,0.0,,499912973,1678681813,88,31,2026-05-13 03:52:07,1,164866.0,23.0,176,78.0,12.0,49.0,15.0,"(343.1250053613282, 187.03125292236334)","(68.90625107666017, 125.15625195556643)",7.0,"(2.812500043945313, 188.437502944336)","(67.50000105468752, 122.34375191162113)",13.3344,41.90222133882344,140.70548412390053,1778644,,,,,,
20260513_22862540318,941,77,3370.7,192.20000000000005,5.832,0.0,,499918077,1678680311,85,31,2026-05-13 03:52:19,1,166010.0,11.0,183,41.0,10.0,41.0,17.0,"(357.1875055810548, 180.00000281250004)","(61.87500096679689, 118.12500184570315)",7.0,"(0.0, 180.00000281250004)","(57.65625090087892, 109.68750171386722)",20.9952,41.90264915116131,140.7053582277149,1778644,,,,,,
20260513_22862540318,940,76,3364.96,192.4,5.374,0.0,,499917482,1678680070,105,31,2026-05-13 03:52:18,1,165925.0,13.0,172,58.0,7.0,24.0,16.0,"(357.1875055810548, 180.00000281250004)","(61.87500096679689, 118.12500184570315)",8.0,"(2.812500043945313, 187.03125292236334)","(61.87500096679689, 116.7187518237305)",19.3464,41.90259927883744,140.70533802732825,1778644,,,,,,
20260513_22862540318,939,65,3359.4,192.4,4.945,0.0,,499916898,1678679923,40,31,2026-05-13 03:52:17,1,165820.0,13.0,183,58.0,7.0,24.0,16.0,"(345.9375054052735, 172.96875270263675)","(47.812500747070324, 104.0625016259766)",8.0,"(2.812500043945313, 187.03125292236334)","(61.87500096679689, 116.7187518237305)",17.802000000000003,41.90255032852292,140.7053257059306,1778644,,,,,,
20260513_22862540318,937,24,3350.24,192.6,4.348,0.0,,499915906,1678679908,40,31,2026-05-13 03:52:15,1,165700.0,,179,,,,,,,,,,15.6528,41.90246718004346,140.70532444864511,1778644,,,,,,
20260513_22862540318,938,0,3355.01,192.6,4.423,0.0,,499916396,1678679820,40,31,2026-05-13 03:52:16,1,165700.0,,,,,,,,,,,,15.9228,41.902508251369,140.70531707257032,1778644,,,,,,
20260513_22862540318,935,71,3341.79,192.4,4.022,0.0,,499915002,1678680144,145,31,2026-05-13 03:52:13,1,165636.0,15.0,173,70.0,18.0,62.0,15.0,"(345.9375054052735, 174.37500272460943)","(50.62500079101564, 108.28125169189455)",10.0,"(4.21875006591797, 187.03125292236334)","(61.87500096679689, 116.7187518237305)",14.4792,41.90239140763879,140.7053442299366,1778644,,,,,,
20260513_22862540318,934,69,3337.88,192.4,3.686,0.0,,499914585,1678680285,141,31,2026-05-13 03:52:12,1,165491.0,19.0,173,69.0,14.0,64.0,12.0,"(354.3750055371095, 185.62500290039068)","(61.87500096679689, 119.5312518676758)",7.0,"(4.21875006591797, 185.62500290039068)","(61.87500096679689, 116.7187518237305)",13.2696,41.90235645510256,140.70535604842007,1778644,,,,,,
20260513_22862540318,933,21,3334.22,192.20000000000005,3.676,0.0,,499914239,1678680549,54,31,2026-05-13 03:52:11,1,165350.0,19.0,175,69.0,14.0,64.0,14.0,"(357.1875055810548, 191.2500029882813)","(67.50000105468752, 125.15625195556643)",7.0,"(2.812500043945313, 187.03125292236334)","(63.28125098876955, 116.7187518237305)",13.2336,41.90232745371759,140.70537817664444,1778644,,,,,,
20260513_22862540318,932,34,3330.41,192.0,3.807,0.0,,499913894,1678680833,58,31,2026-05-13 03:52:10,1,165296.0,22.0,179,76.0,21.0,74.0,14.0,"(344.53125538330085, 188.437502944336)","(67.50000105468752, 123.75000193359378)",7.0,"(2.812500043945313, 188.437502944336)","(67.50000105468752, 120.93750188964847)",13.7052,41.90229853615165,140.70540198124945,1778644,,,,,,
20260513_22862540318,931,69,3326.46,191.79999999999995,3.872,0.0,,499913530,1678681115,177,31,2026-05-13 03:52:09,1,165238.0,22.0,175,76.0,21.0,74.0,14.0,"(344.53125538330085, 188.437502944336)","(67.50000105468752, 123.75000193359378)",7.0,"(2.812500043945313, 188.437502944336)","(67.50000105468752, 120.93750188964847)",13.9392,41.9022680260241,140.7054256182164,1778644,,,,,,
20260513_22862540318,936,52,3345.93,192.6,4.283,0.0,,499915447,1678680035,64,31,2026-05-13 03:52:14,1,165700.0,15.0,179,70.0,15.0,58.0,15.0,"(345.9375054052735, 174.37500272460943)","(50.62500079101564, 108.28125169189455)",11.0,"(4.21875006591797, 187.03125292236334)","(61.87500096679689, 116.7187518237305)",15.4188,41.9024287071079,140.70533509366214,1778644,,,,,,
20260513_22862540318,2269,83,8088.81,451.7999999999999,4.432,0.0,,500071046,1678815413,171,32,2026-05-13 04:14:27,1,438973.0,18.0,173,64.0,13.0,53.0,14.0,"(0.0, 191.2500029882813)","(63.28125098876955, 120.93750188964847)",6.0,"(5.625000087890626, 188.437502944336)","(67.50000105468752, 122.34375191162113)",15.9552,41.915470864623785,140.7166823465377,1778645,,,,,,
20260513_22862540318,2272,82,8102.27,452.6,4.581,0.0,,500072284,1678816377,188,32,2026-05-13 04:14:30,1,439536.0,19.0,174,68.0,14.0,58.0,14.0,"(1.4062500219726566, 194.0625030322266)","(68.90625107666017, 126.5625019775391)",7.0,"(7.031250109863283, 187.03125292236334)","(63.28125098876955, 119.5312518676758)",16.491600000000002,41.91557463258505,140.71676314808428,1778645,,,,,,
20260513_22862540318,2271,82,8097.66,452.4,4.255,0.0,,500071808,1678816157,190,32,2026-05-13 04:14:29,1,439348.0,20.0,174,70.0,15.0,59.0,12.0,"(0.0, 194.0625030322266)","(66.09375103271486, 120.93750188964847)",8.0,"(8.43750013183594, 189.84375296630864)","(66.09375103271486, 122.34375191162113)",15.318,41.91553473472595,140.7167447078973,1778645,,,,,,
20260513_22862540318,2270,83,8093.33,452.0,4.348,0.0,,500071414,1678815818,185,32,2026-05-13 04:14:28,1,439158.0,18.0,174,64.0,13.0,53.0,13.0,"(355.7812555590821, 192.65625301025395)","(63.28125098876955, 119.5312518676758)",7.0,"(8.43750013183594, 189.84375296630864)","(68.90625107666017, 123.75000193359378)",15.6528,41.915501710027456,140.71671629324555,1778645,,,,,,
20260513_22862540318,2268,84,8084.24,451.6,4.413,0.0,,500070718,1678814898,164,32,2026-05-13 04:14:26,1,438802.0,18.0,173,64.0,13.0,53.0,14.0,"(0.0, 191.2500029882813)","(63.28125098876955, 120.93750188964847)",6.0,"(5.625000087890626, 187.03125292236334)","(66.09375103271486, 122.34375191162113)",15.8868,41.91544337198138,140.71663917973638,1778645,,,,,,
20260513_22862540318,2262,78,8056.17,450.4,4.964,0.0,,500068797,1678811826,172,32,2026-05-13 04:14:20,1,437826.0,21.0,172,71.0,15.0,60.0,14.0,"(354.3750055371095, 188.437502944336)","(60.46875094482424, 120.93750188964847)",5.0,"(5.625000087890626, 187.03125292236334)","(64.68750101074221, 119.5312518676758)",17.870400000000004,41.91528235562146,140.71638168767095,1778645,,,,,,
20260513_22862540318,2266,83,8075.74,451.2000000000001,4.609,0.0,,500070099,1678813959,150,32,2026-05-13 04:14:24,1,438481.0,21.0,172,78.0,14.0,54.0,15.0,"(2.812500043945313, 195.46875305419925)","(66.09375103271486, 126.5625019775391)",6.0,"(5.625000087890626, 185.62500290039068)","(64.68750101074221, 118.12500184570315)",16.5924,41.91539148800075,140.7165604736656,1778645,,,,,,
20260513_22862540318,2265,83,8070.89,451.0,4.656,0.0,,500069787,1678813435,153,32,2026-05-13 04:14:23,1,438331.0,21.0,172,74.0,16.0,66.0,15.0,"(0.0, 189.84375296630864)","(61.87500096679689, 123.75000193359378)",5.0,"(5.625000087890626, 185.62500290039068)","(66.09375103271486, 118.12500184570315)",16.761599999999998,41.915365336462855,140.71651655249298,1778645,,,,,,
20260513_22862540318,2264,76,8065.89,450.7999999999999,4.833,0.0,,500069449,1678812906,177,32,2026-05-13 04:14:22,1,438178.0,22.0,172,73.0,16.0,64.0,14.0,"(0.0, 189.84375296630864)","(61.87500096679689, 123.75000193359378)",3.0,"(5.625000087890626, 185.62500290039068)","(66.09375103271486, 118.12500184570315)",17.3988,41.915337005630136,140.7164722122252,1778645,,,,,,
20260513_22862540318,2263,77,8061.27,450.6,4.889,0.0,,500069130,1678812378,175,32,2026-05-13 04:14:21,1,438001.0,21.0,172,70.0,16.0,62.0,14.0,"(355.7812555590821, 188.437502944336)","(60.46875094482424, 122.34375191162113)",3.0,"(5.625000087890626, 187.03125292236334)","(64.68750101074221, 118.12500184570315)",17.6004,41.91531026735902,140.71642795577645,1778645,,,,,,
20260513_22862540318,2287,86,8169.62,454.6,4.04,0.0,,500078915,1678814246,185,32,2026-05-13 04:14:45,1,442268.0,20.0,173,67.0,16.0,64.0,11.0,"(344.53125538330085, 191.2500029882813)","(61.87500096679689, 120.93750188964847)",7.0,"(2.812500043945313, 188.437502944336)","(66.09375103271486, 123.75000193359378)",14.544,41.91613043658435,140.7165845297277,1778645,,,,,,
20260513_22862540318,2267,84,8080.0,451.4,4.563,0.0,,500070410,1678814428,157,32,2026-05-13 04:14:25,1,438638.0,19.0,172,67.0,15.0,59.0,14.0,"(0.0, 194.0625030322266)","(64.68750101074221, 122.34375191162113)",6.0,"(7.031250109863283, 187.03125292236334)","(66.09375103271486, 120.93750188964847)",16.4268,41.915417555719614,140.71659978479147,1778645,,,,,,
20260513_22862540318,2273,82,8106.76,452.6,4.516,0.0,,500072754,1678816562,182,32,2026-05-13 04:14:31,1,439718.0,21.0,174,71.0,15.0,63.0,12.0,"(1.4062500219726566, 192.65625301025395)","(70.31250109863284, 127.96875199951175)",7.0,"(7.031250109863283, 187.03125292236334)","(63.28125098876955, 119.5312518676758)",16.2576,41.915614027529955,140.71677865460515,1778645,,,,,,
20260513_22862540318,2279,80,8135.28,453.4,4.488,0.0,,500075777,1678816818,202,32,2026-05-13 04:14:37,1,440850.0,21.0,174,74.0,17.0,67.0,11.0,"(0.0, 189.84375296630864)","(66.09375103271486, 122.34375191162113)",6.0,"(4.21875006591797, 182.81250285644535)","(63.28125098876955, 116.7187518237305)",16.1568,41.91586741246283,140.71680011227727,1778645,,,,,,
20260513_22862540318,2275,83,8116.35,452.7999999999999,4.544,0.0,,500073762,1678816893,185,32,2026-05-13 04:14:33,1,440084.0,19.0,174,67.0,14.0,60.0,13.0,"(1.4062500219726566, 192.65625301025395)","(70.31250109863284, 127.96875199951175)",7.0,"(4.21875006591797, 184.218752878418)","(61.87500096679689, 116.7187518237305)",16.3584,41.91569851711392,140.71680639870465,1778645,,,,,,
20260513_22862540318,2276,82,8120.98,453.0,4.516,0.0,,500074263,1678817004,186,32,2026-05-13 04:14:34,1,440270.0,19.0,175,70.0,15.0,60.0,13.0,"(0.0, 191.2500029882813)","(67.50000105468752, 123.75000193359378)",6.0,"(2.812500043945313, 185.62500290039068)","(63.28125098876955, 119.5312518676758)",16.2576,41.91574051044881,140.71681570261717,1778645,,,,,,
20260513_22862540318,2277,81,8125.71,453.0,4.516,0.0,,500074780,1678817034,185,32,2026-05-13 04:14:35,1,440455.0,19.0,175,70.0,15.0,60.0,12.0,"(354.3750055371095, 188.437502944336)","(63.28125098876955, 119.5312518676758)",6.0,"(2.812500043945313, 185.62500290039068)","(63.28125098876955, 119.5312518676758)",16.2576,41.91578384488821,140.71681821718812,1778645,,,,,,
20260513_22862540318,2278,81,8130.66,453.2000000000001,4.404,0.0,,500075292,1678816945,193,32,2026-05-13 04:14:36,1,440648.0,21.0,174,69.0,14.0,62.0,12.0,"(357.1875055810548, 188.437502944336)","(64.68750101074221, 119.5312518676758)",6.0,"(4.21875006591797, 184.218752878418)","(63.28125098876955, 118.12500184570315)",15.8544,41.91582676023245,140.7168107572943,1778645,,,,,,
20260513_22862540318,2280,80,8139.69,453.6,4.432,0.0,,500076233,1678816624,204,32,2026-05-13 04:14:38,1,441054.0,21.0,174,74.0,17.0,67.0,11.0,"(357.1875055810548, 188.437502944336)","(60.46875094482424, 119.5312518676758)",5.0,"(2.812500043945313, 182.81250285644535)","(64.68750101074221, 116.7187518237305)",15.9552,41.91590563394129,140.71678385138512,1778645,,,,,,
20260513_22862540318,2281,83,8144.19,453.7999999999999,4.404,0.0,,500076650,1678816313,193,32,2026-05-13 04:14:39,1,441247.0,21.0,173,74.0,17.0,67.0,12.0,"(354.3750055371095, 188.437502944336)","(59.06250092285158, 119.5312518676758)",5.0,"(1.4062500219726566, 181.4062528344727)","(66.09375103271486, 118.12500184570315)",15.8544,41.91594058647752,140.71675778366625,1778645,,,,,,
20260513_22862540318,2282,92,8148.5,454.0,4.451,0.0,,500077058,1678816011,164,32,2026-05-13 04:14:40,1,441411.0,18.0,172,67.0,18.0,68.0,12.0,"(352.9687555151368, 189.84375296630864)","(59.06250092285158, 116.7187518237305)",5.0,"(4.21875006591797, 184.218752878418)","(68.90625107666017, 123.75000193359378)",16.0236,41.91597478464246,140.71673247031868,1778645,,,,,,
20260513_22862540318,2283,91,8152.74,454.0,4.292,0.0,,500077434,1678815675,162,32,2026-05-13 04:14:41,1,441573.0,16.0,171,64.0,15.0,57.0,12.0,"(345.9375054052735, 187.03125292236334)","(53.43750083496095, 112.50000175781253)",6.0,"(4.21875006591797, 184.218752878418)","(68.90625107666017, 123.75000193359378)",15.4512,41.91600630059838,140.71670430712402,1778645,,,,,,
20260513_22862540318,2284,90,8156.63,454.2000000000001,4.236,0.0,,500077818,1678815384,162,32,2026-05-13 04:14:42,1,441735.0,18.0,171,64.0,14.0,55.0,12.0,"(345.9375054052735, 187.03125292236334)","(53.43750083496095, 112.50000175781253)",6.0,"(7.031250109863283, 191.2500029882813)","(73.12500114257814, 127.96875199951175)",15.2496,41.91603848710656,140.7166799157858,1778645,,,,,,
20260513_22862540318,2285,87,8161.02,454.4,4.087,0.0,,500078200,1678815019,169,32,2026-05-13 04:14:43,1,441904.0,18.0,171,64.0,14.0,56.0,11.0,"(341.71875533935554, 187.03125292236334)","(52.0312508129883, 112.50000175781253)",6.0,"(4.21875006591797, 191.2500029882813)","(71.71875112060549, 125.15625195556643)",14.7132,41.91607050597668,140.7166493218392,1778645,,,,,,
20260513_22862540318,2286,86,8165.17,454.4,3.994,0.0,,500078561,1678814652,179,32,2026-05-13 04:14:44,1,442083.0,19.0,171,67.0,15.0,60.0,11.0,"(343.1250053613282, 189.84375296630864)","(57.65625090087892, 118.12500184570315)",7.0,"(2.812500043945313, 189.84375296630864)","(67.50000105468752, 123.75000193359378)",14.3784,41.916100764647126,140.71661856025457,1778645,,,,,,
20260513_22862540318,2261,79,8050.88,450.2000000000001,5.001,0.0,,500068429,1678811269,163,32,2026-05-13 04:14:19,1,437654.0,20.0,172,69.0,13.0,52.0,14.0,"(354.3750055371095, 189.84375296630864)","(60.46875094482424, 118.12500184570315)",6.0,"(5.625000087890626, 185.62500290039068)","(66.09375103271486, 120.93750188964847)",18.003600000000002,41.915251510217786,140.71633500047028,1778645,,,,,,
20260513_22862540318,2274,82,8111.43,452.7999999999999,4.637,0.0,,500073256,1678816724,181,32,2026-05-13 04:14:32,1,439899.0,18.0,173,65.0,15.0,60.0,11.0,"(1.4062500219726566, 192.65625301025395)","(70.31250109863284, 127.96875199951175)",5.0,"(4.21875006591797, 184.218752878418)","(61.87500096679689, 116.7187518237305)",16.693199999999997,41.91565610468387,140.7167922332883,1778645,,,,,,
20260513_22862540318,2260,83,8045.51,449.7999999999999,5.235,0.0,,500068081,1678810665,155,32,2026-05-13 04:14:18,1,437491.0,20.0,172,69.0,13.0,52.0,13.0,"(2.812500043945313, 194.0625030322266)","(71.71875112060549, 127.96875199951175)",6.0,"(4.21875006591797, 184.218752878418)","(63.28125098876955, 118.12500184570315)",18.846,41.91522234119475,140.71628437377512,1778645,,,,,,
20260513_22862540318,2246,87,7962.6,449.6,4.787,0.0,,500062695,1678801190,28,33,2026-05-13 04:14:04,1,435981.0,9.0,153,50.0,8.0,46.0,12.0,"(1.4062500219726566, 185.62500290039068)","(59.06250092285158, 116.7187518237305)",0.0,"(11.250000175781253, 187.03125292236334)","(67.50000105468752, 122.34375191162113)",17.2332,41.91477089188993,140.71549018844962,1778645,,,,,,
20260513_22862540318,2258,79,8034.44,449.4,5.552,0.0,,500067406,1678809360,148,32,2026-05-13 04:14:16,1,437190.0,19.0,173,64.0,14.0,54.0,13.0,"(1.4062500219726566, 194.0625030322266)","(71.71875112060549, 129.37500202148442)",6.0,"(4.21875006591797, 184.218752878418)","(63.28125098876955, 118.12500184570315)",19.9872,41.91516576334834,140.71617498993874,1778645,,,,,,
20260513_22862540318,2288,86,8173.54,454.7999999999999,3.994,0.0,,500079217,1678813833,188,32,2026-05-13 04:14:46,1,442456.0,20.0,173,68.0,15.0,60.0,11.0,"(348.75000544921886, 191.2500029882813)","(64.68750101074221, 123.75000193359378)",7.0,"(2.812500043945313, 187.03125292236334)","(66.09375103271486, 122.34375191162113)",14.3784,41.91615574993193,140.7165499124676,1778645,,,,,,
20260513_22862540318,2231,83,7909.48,449.2000000000001,2.939,0.0,,500057448,1678799412,142,32,2026-05-13 04:13:49,1,435140.0,20.0,172,66.0,16.0,56.0,20.0,"(345.9375054052735, 187.03125292236334)","(56.25000087890626, 113.90625177978518)",26.0,"(351.56250549316417, 181.4062528344727)","(60.46875094482424, 116.7187518237305)",10.5804,41.91433109343052,140.71534115821123,1778645,,,,,,
20260513_22862540318,2232,83,7911.92,449.2000000000001,2.79,0.0,,500057699,1678799255,134,32,2026-05-13 04:13:50,1,435274.0,19.0,172,67.0,12.0,47.0,20.0,"(344.53125538330085, 185.62500290039068)","(56.25000087890626, 115.31250180175785)",18.0,"(None, None)","(None, None)",10.044,41.91435213200748,140.71532799862325,1778645,,,,,,
20260513_22862540318,2233,80,7914.75,449.4,2.743,0.0,,500057983,1678799134,100,32,2026-05-13 04:13:51,1,435374.0,19.0,169,62.0,8.0,33.0,16.0,"(344.53125538330085, 187.03125292236334)","(59.06250092285158, 116.7187518237305)",8.0,"(0.0, 185.62500290039068)","(64.68750101074221, 120.93750188964847)",9.8748,41.91437593661249,140.7153178565204,1778645,,,,,,
20260513_22862540318,2234,73,7917.03,449.4,2.65,0.0,,500058249,1678799120,54,33,2026-05-13 04:13:52,1,435428.0,19.0,169,62.0,8.0,33.0,15.0,"(344.53125538330085, 184.218752878418)","(54.84375085693361, 111.09375173583987)",2.0,"(0.0, 178.5937527905274)","(60.46875094482424, 116.7187518237305)",9.54,41.91439823247492,140.71531668305397,1778645,,,,,,
20260513_22862540318,2235,74,7920.03,449.4,2.827,0.0,,500058560,1678799181,70,32,2026-05-13 04:13:53,1,435498.0,18.0,167,63.0,0.0,0.0,15.0,"(343.1250053613282, 178.5937527905274)","(49.218750769042984, 105.46875164794925)",2.0,"(355.7812555590821, 168.7500026367188)","(52.0312508129883, 106.8750016699219)",10.1772,41.91442430019379,140.7153217960149,1778645,,,,,,
20260513_22862540318,2236,76,7922.84,449.6,3.098,0.0,,500058872,1678799204,69,32,2026-05-13 04:13:54,1,435567.0,17.0,164,58.0,9.0,40.0,14.0,"(354.3750055371095, 182.81250285644535)","(53.43750083496095, 111.09375173583987)",6.0,"(1.4062500219726566, 174.37500272460943)","(57.65625090087892, 111.09375173583987)",11.1528,41.91445045173168,140.71532372385263,1778645,,,,,,
20260513_22862540318,2237,80,7925.95,449.6,3.191,0.0,,500059209,1678799137,69,32,2026-05-13 04:13:55,1,435636.0,17.0,162,58.0,7.0,27.0,14.0,"(0.0, 185.62500290039068)","(52.0312508129883, 111.09375173583987)",9.0,"(5.625000087890626, 178.5937527905274)","(60.46875094482424, 113.90625177978518)",11.4876,41.91447869874537,140.7153181079775,1778645,,,,,,
20260513_22862540318,2238,85,7929.57,449.6,3.462,0.0,,500059588,1678799141,60,32,2026-05-13 04:13:56,1,435696.0,15.0,156,54.0,6.0,23.0,14.0,"(1.4062500219726566, 187.03125292236334)","(57.65625090087892, 115.31250180175785)",7.0,"(5.625000087890626, 178.5937527905274)","(60.46875094482424, 113.90625177978518)",12.4632,41.91451046615839,140.71531844325364,1778645,,,,,,
20260513_22862540318,2239,81,7932.58,449.7999999999999,3.452,0.0,,500059921,1678799183,46,32,2026-05-13 04:13:57,1,435742.0,14.0,159,49.0,4.0,15.0,14.0,"(1.4062500219726566, 187.03125292236334)","(57.65625090087892, 115.31250180175785)",5.0,"(4.21875006591797, 180.00000281250004)","(59.06250092285158, 113.90625177978518)",12.4272,41.91453837789595,140.71532196365297,1778645,,,,,,
20260513_22862540318,2240,72,7935.9,449.6,3.676,0.0,,500060296,1678799257,45,32,2026-05-13 04:13:58,1,435787.0,10.0,158,38.0,0.0,0.0,13.0,"(0.0, 185.62500290039068)","(59.06250092285158, 116.7187518237305)",5.0,"(1.4062500219726566, 177.18750276855474)","(60.46875094482424, 116.7187518237305)",13.2336,41.914569810032845,140.71532816626132,1778645,,,,,,
20260513_22862540318,2241,67,7939.82,449.6,3.788,0.0,,500060711,1678799357,46,32,2026-05-13 04:13:59,1,435833.0,15.0,155,50.0,8.0,30.0,13.0,"(351.56250549316417, 178.5937527905274)","(54.84375085693361, 111.09375173583987)",5.0,"(1.4062500219726566, 177.18750276855474)","(61.87500096679689, 118.12500184570315)",13.6368,41.914604594931006,140.7153365481645,1778645,,,,,,
20260513_22862540318,2242,69,7943.87,449.6,3.928,0.0,,500061134,1678799553,48,32,2026-05-13 04:14:00,1,435881.0,15.0,156,52.0,5.0,19.0,13.0,"(347.3437554272462, 172.96875270263675)","(45.00000070312501, 102.65625160400393)",6.0,"(2.812500043945313, 177.18750276855474)","(61.87500096679689, 118.12500184570315)",14.1408,41.91464005038142,140.7153529766947,1778645,,,,,,
20260513_22862540318,2243,51,7948.33,449.6,4.012,0.0,,500061564,1678799846,20,33,2026-05-13 04:14:01,1,435901.0,15.0,144,52.0,5.0,19.0,13.0,"(354.3750055371095, 178.5937527905274)","(49.218750769042984, 108.28125169189455)",6.0,"(5.625000087890626, 180.00000281250004)","(63.28125098876955, 118.12500184570315)",14.4432,41.91467609256506,140.715377535671,1778645,,,,,,
20260513_22862540318,2244,0,7953.07,449.6,4.152,0.0,,500061982,1678800198,26,32,2026-05-13 04:14:02,1,435901.0,,,,,,,,,,,,14.9472,41.91471112892032,140.71540703997016,1778645,,,,,,
20260513_22862540318,2245,0,7957.39,449.6,4.395,0.0,,500062307,1678800667,26,32,2026-05-13 04:14:03,1,435901.0,,,,,,,,,,,,15.822,41.914738370105624,140.71544635109603,1778645,,,,,,
20260513_22862540318,2247,89,7967.8,449.4,5.263,0.0,,500063120,1678801691,76,33,2026-05-13 04:14:05,1,436057.0,15.0,149,53.0,9.0,35.0,13.0,"(2.812500043945313, 188.437502944336)","(60.46875094482424, 119.5312518676758)",7.0,"(11.250000175781253, 187.03125292236334)","(67.50000105468752, 122.34375191162113)",18.9468,41.91480651497841,140.7155321817845,1778645,,,,,,
20260513_22862540318,2248,85,7973.42,449.4,5.449,0.0,,500063527,1678802288,79,33,2026-05-13 04:14:06,1,436136.0,16.0,153,55.0,0.0,0.0,12.0,"(2.812500043945313, 188.437502944336)","(60.46875094482424, 119.5312518676758)",7.0,"(8.43750013183594, 187.03125292236334)","(68.90625107666017, 125.15625195556643)",19.6164,41.91484062932432,140.71558222174644,1778645,,,,,,
20260513_22862540318,2249,86,7979.37,449.4,5.785,0.0,,500063919,1678802961,76,32,2026-05-13 04:14:07,1,436212.0,16.0,163,55.0,0.0,0.0,11.0,"(351.56250549316417, 185.62500290039068)","(56.25000087890626, 115.31250180175785)",4.0,"(5.625000087890626, 184.218752878418)","(66.09375103271486, 123.75000193359378)",20.826,41.91487348638475,140.7156386319548,1778645,,,,,,
20260513_22862540318,2250,90,7985.42,449.4,5.944,0.0,,500064288,1678803665,82,33,2026-05-13 04:14:08,1,436294.0,15.0,163,52.0,6.0,23.0,12.0,"(350.1562554711915, 184.218752878418)","(56.25000087890626, 115.31250180175785)",4.0,"(7.031250109863283, 185.62500290039068)","(66.09375103271486, 123.75000193359378)",21.3984,41.91490441560745,140.71569764055312,1778645,,,,,,
20260513_22862540318,2251,87,7991.4,449.2000000000001,6.149,0.0,,500064662,1678804377,80,32,2026-05-13 04:14:09,1,436374.0,15.0,162,52.0,6.0,23.0,12.0,"(350.1562554711915, 185.62500290039068)","(56.25000087890626, 115.31250180175785)",4.0,"(5.625000087890626, 182.81250285644535)","(66.09375103271486, 122.34375191162113)",22.1364,41.914935763925314,140.7157573197037,1778645,,,,,,
20260513_22862540318,2252,85,7997.81,449.2000000000001,6.27,0.0,,500065038,1678805140,89,33,2026-05-13 04:14:10,1,436463.0,15.0,165,52.0,6.0,23.0,12.0,"(354.3750055371095, 188.437502944336)","(59.06250092285158, 116.7187518237305)",5.0,"(5.625000087890626, 182.81250285644535)","(66.09375103271486, 122.34375191162113)",22.572,41.91496727988124,140.7158212736249,1778645,,,,,,
