ride_id,date,bike,bike_type,wheelset,front_tyre,rear_tyre,surface_type,ride_category,notes
20260513_22862540318,2026-05-13,Canyon Grizl,gravel,Zipp 303 XPLR S,RaceKing 2.0,RaceKing 2.0,gravel,endurance,Initial test ride
